observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments,taxon.taxonID,taxon.taxonRank,taxon.order,taxon.family,taxon.vernacularNames.eng,taxon.vernacularNames.nld
93617a2a-742f-4d96-8c5a-9436c61d5aff,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,4bd5c88a-2688-45cc-9778-e97b7bd56c3b,2025-09-01T20:30:48Z,2025-09-01T20:31:09Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Lynn Pallemaerts,2025-10-07T08:46:41Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
40bea873-0d59-4b60-bf1b-cdb316ed2095,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,ba09ee3d-ee62-48fa-82e2-dd9dbf36f159,2025-09-01T20:36:39Z,2025-09-01T20:37:10Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:47:24Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
26e863e2-c896-4e73-89ef-8fc447f05dd3,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,7cada184-22dc-4437-a1d4-1980b25ea719,2025-09-02T19:24:19Z,2025-09-02T19:24:32Z,event,animal,NA,Capreolus capreolus,1,juvenile,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-24T08:01:09Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
b02e6656-a94a-427c-b75b-5dd6a14a252a,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,ec60b85a-1c1d-4c0b-9394-d056bb3bbbe5,2025-09-02T19:28:06Z,2025-09-02T19:28:21Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:50:50Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
620691a1-0285-4af6-aed1-d33d6b8b4915,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,183349f0-c437-4611-9094-e6702da84f6e,2025-09-02T21:01:06Z,2025-09-02T21:01:11Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:51:00Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
c68b9ebb-3032-4e7b-9a04-893e1586b22b,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,06baba27-6fc2-4733-b3d5-9db5780d6c03,2025-09-02T21:05:20Z,2025-09-02T21:05:26Z,event,animal,NA,Capreolus capreolus,1,juvenile,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-24T08:01:29Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
4868820f-186c-477e-9fc8-52b2db8ec925,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,4663b1d8-19c1-46a0-9456-6d9eb6004388,2025-09-04T20:10:27Z,2025-09-04T20:10:48Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:51:58Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
5a12b962-bdd7-4b07-9922-b7c9a4d8544b,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,7b17bc4f-6c8a-4517-9481-80bfee051e20,2025-09-05T00:05:58Z,2025-09-05T00:06:04Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:52:28Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
2cd44b25-c4c9-4920-826d-ee15966d5c0b,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,c0d66f87-1a50-4c27-b8c7-67f9edbb031e,2025-09-05T22:49:06Z,2025-09-05T22:49:14Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:52:42Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
454355ec-70f5-48e0-a7d2-acc2f58b5679,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,5c4b18d8-6a94-4b76-b63e-d28c6cbafc6a,2025-09-06T22:30:27Z,2025-09-06T22:34:19Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:53:11Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
7a63a82d-857d-4819-8e18-b0e9ab01e1c8,2702a448-b6ff-413d-9e7c-9aec0cddf3e6,NA,40b6a4dd-7e48-42e8-bc7b-8ff2618e5bba,2025-09-06T22:42:22Z,2025-09-06T22:42:42Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-07T08:53:26Z,0.5,NA,"Not enough poles calibrated, minimum is 6",https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
