observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments,taxon.taxonID,taxon.taxonRank,taxon.order,taxon.family,taxon.vernacularNames.eng,taxon.vernacularNames.nld
a06700d8-8b47-44cf-b1a1-15c7fa3a7ce8,002ee403-d2e7-447d-a2d2-b869a5b67835,NA,e6fea4da-28c6-4b18-89c4-9dcc8b8cc334,2025-09-03T22:19:55Z,2025-09-03T22:22:44Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Lynn Pallemaerts,2025-10-01T11:30:02Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
0191ddb2-8b05-4e41-b884-cd3f2ae429f8,002ee403-d2e7-447d-a2d2-b869a5b67835,NA,8f8e8acd-41a4-4f9c-b3be-fcfefff50e54,2025-09-04T03:52:12Z,2025-09-04T03:52:17Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Lynn Pallemaerts,2025-10-01T11:30:18Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
f0aeb486-90d8-49e3-b4ae-04fa73ee0ebc,002ee403-d2e7-447d-a2d2-b869a5b67835,NA,f49f53d6-51d1-437c-b20b-8d20ab73a44c,2025-09-21T00:03:01Z,2025-09-21T00:04:26Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-01T11:39:51Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
a51b62b3-ed69-431b-9f53-78c6fffbd6b1,002ee403-d2e7-447d-a2d2-b869a5b67835,NA,d7769364-0988-4571-8ccd-f556fa95ff74,2025-09-25T22:50:01Z,2025-09-25T22:50:06Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-01T11:40:55Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
1edb683d-3113-4a59-91db-1d9a1908a8e2,04146dfa-cc14-40d9-b034-f60d4372255f,NA,756cb4f4-f60d-4ffc-9550-9cc4e80ae61b,2025-11-13T22:05:04Z,2025-11-13T22:05:25Z,event,animal,NA,Sus scrofa,2,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-22T20:35:15Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
90715233-f92d-4cc8-848f-300e5b9937f5,04146dfa-cc14-40d9-b034-f60d4372255f,NA,7ba7a53e-904f-4773-9011-9ba534da68d7,2025-11-21T15:40:25Z,2025-11-21T15:41:22Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-12-15T14:29:25Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
e6ca87f9-5f1a-4072-8f49-09f7d9fac9b3,0e9248bd-c22e-44d4-96b9-9cf61d129f31,NA,54f9222b-92cb-44b2-ae10-d4d002126014,2025-11-17T16:39:48Z,2025-11-17T16:39:55Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-12-08T15:22:44Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
322a5556-833e-4ceb-abc0-cbc79516a659,0e9248bd-c22e-44d4-96b9-9cf61d129f31,NA,b2d34417-3ed5-4e2b-ae52-5dcda86227fc,2025-11-26T17:55:43Z,2025-11-26T17:55:55Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-12-15T12:34:39Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
f8e541ef-1f67-446c-b1fa-2e98f9e688df,2356fca2-ef23-4a2d-aa39-d88ba6ce7986,NA,7d6954e6-6802-4f0a-886d-8dfd73c6ca01,2025-10-12T18:32:51Z,2025-10-12T18:32:57Z,event,animal,NA,Sus scrofa,1,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-13T08:53:50Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
a57858e6-12b1-4e20-979a-d6d2c97240d3,2356fca2-ef23-4a2d-aa39-d88ba6ce7986,NA,d53f40ed-3138-4cca-98b0-501cad8d180f,2025-10-21T17:27:48Z,2025-10-21T17:28:50Z,event,animal,NA,Capreolus capreolus,1,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-20T12:04:00Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
00dd7e47-5f32-4511-b14a-df058c6c5d61,2356fca2-ef23-4a2d-aa39-d88ba6ce7986,NA,04cb206d-d858-4ef3-bb80-ed273354bfd3,2025-10-28T20:23:14Z,2025-10-28T20:24:25Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-13T08:57:42Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
50704d9a-9b5f-4eac-a078-9967bf1b31d4,2356fca2-ef23-4a2d-aa39-d88ba6ce7986,NA,0f5cc8f4-e660-4343-a939-05552eaa6dad,2025-10-28T20:27:19Z,2025-10-28T20:27:24Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-13T08:57:53Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
266a4eae-ed82-4012-a1cc-b54802a15d73,33e1f0b5-f06e-404b-a21d-71bbccdb93eb,NA,91646b74-5f7b-4a0a-918b-160649f6e149,2025-11-18T21:12:24Z,2025-11-18T21:12:30Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-19T10:45:27Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
f8344726-596c-4d43-ae27-3d331ec6d621,33e1f0b5-f06e-404b-a21d-71bbccdb93eb,NA,51b29eca-b8a1-4118-956b-70a7d162883e,2025-11-23T05:41:54Z,2025-11-23T05:43:04Z,event,animal,NA,Capreolus capreolus,1,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-20T10:43:59Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
21acc22b-8fad-420f-9eac-99a024105055,33e1f0b5-f06e-404b-a21d-71bbccdb93eb,NA,223f2cfb-2537-4baa-89c2-64065c688142,2025-11-23T22:07:36Z,2025-11-23T22:07:49Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-20T10:45:21Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
c7e6d49a-4c92-4681-883e-c0284d6edfa4,36746378-0339-40e2-90df-07ac0f7d80fa,NA,b466b592-aa9c-4543-ac98-0c181bbc8ceb,2025-09-28T06:58:40Z,2025-09-28T06:59:00Z,event,animal,NA,Capreolus capreolus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-12T11:40:12Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
f0725d14-1d53-408f-912a-71eaae8eef11,36746378-0339-40e2-90df-07ac0f7d80fa,NA,e7a67001-c2b8-41ad-8bd5-610dabf07804,2025-10-01T06:29:42Z,2025-10-01T06:30:22Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-12T11:40:41Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
c29ea8f4-9711-4971-a0e1-183d01600a3f,3c0d363e-3843-4d50-aa1f-6b9356dec4fa,NA,075995da-e8fd-40f8-a429-f58ad187f80a,2025-11-13T22:42:38Z,2025-11-13T22:43:04Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-12-15T14:12:01Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
d64833db-7ac2-4d11-87a7-df38bb9d7c8e,3c0d363e-3843-4d50-aa1f-6b9356dec4fa,NA,6281fbc6-67c1-4b2b-97f9-970b21f97c66,2025-11-19T23:23:27Z,2025-11-19T23:23:39Z,event,animal,NA,Sus scrofa,1,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-24T08:58:58Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
